date,avg_temperature,humidity,energy_consumption,urban_population,energy_price
2024-02-02,31.53,57.62,14753.4,86.57,64.46
2024-02-03,32.27,83.88,8660.54,61.5,33.1
2024-02-04,32.61,56.47,9055.59,65.13,175.17
2024-02-05,31.13,40.95,13461.77,63.57,192.65
2024-02-06,29.58,69.19,14552.95,80.56,156.44
2024-02-07,30.82,69.81,9881.58,73.5,192.87
2024-02-08,31.77,74.69,11252.4,72.84,181.56
2024-02-09,29.88,85.44,6054.62,80.43,53.67
2024-02-10,35.09,80.17,12141.48,61.12,104.22
2024-02-11,31.96,61.09,4925.61,70.16,92.61
2024-02-12,30.28,69.85,6281.71,86.98,161.84
2024-02-13,33.43,85.57,9584.49,70.31,30.05
2024-02-14,29.94,64.67,5541.79,85.45,156.82
2024-02-15,32.37,50.6,10797.16,77.22,199.39
2024-02-16,34.37,33.44,14892.45,77.9,99.77
2024-02-17,32.95,47.74,7461.85,88.46,156.8
2024-02-18,32.62,79.73,14508.17,71.57,83.74
2024-02-19,31.38,30.4,14332.86,73.95,51.62
2024-02-20,29.63,66.42,5275.06,81.53,85.94
2024-02-21,31.95,87.81,8799.73,62.69,148.91
2024-02-22,34.65,35.37,14714.81,65.97,36.16
2024-02-23,32.48,35.05,9908.41,89.91,124.58
2024-02-24,34.11,55.5,8040.7,85.42,145.44
2024-02-25,35.23,74.71,3438.95,61.8,151.85
2024-02-26,29.84,85.35,3648.51,81.97,149.01
2024-02-27,33.09,34.42,3027.34,87.4,179.11
2024-02-28,32.05,47.89,4579.93,72.32,86.99
2024-02-29,32.41,68.01,4828.4,64.45,58.46
2024-03-01,32.15,73.02,10188.7,67.21,180.79
2024-03-02,34.62,38.66,14972.84,75.1,53.3
2024-03-03,35.77,82.89,4165.44,86.85,153.65
2024-03-04,32.99,64.15,13509.11,71.93,170.49
2024-03-05,31.32,58.34,14506.25,72.79,86.55
2024-03-06,33.73,60.1,11648.35,63.66,42.03
2024-03-07,37.15,84.35,11015.38,88.67,161.41
2024-03-08,33.55,77.05,12015.78,72.17,162.6
2024-03-09,37.3,48.29,8757.17,82.55,116.23
2024-03-10,34.88,39.55,8465.34,82.13,143.56
2024-03-11,32.35,63.67,12397.51,71.43,165.15
2024-03-12,34.05,74.49,13184.95,81.78,138.51
2024-03-13,37.14,72.78,11992.01,69.65,54.84
2024-03-14,30.53,81.08,9219.41,77.26,58.45
2024-03-15,31.0,65.21,2042.21,87.93,161.47
2024-03-16,32.09,45.91,9374.86,71.95,150.06
2024-03-17,35.13,30.65,2090.38,79.4,167.08
2024-03-18,31.25,89.79,3133.13,78.73,59.62
2024-03-19,33.92,49.22,5867.93,76.92,47.64
2024-03-20,32.53,83.64,3839.97,78.66,67.67
2024-03-21,37.41,84.33,10536.72,69.41,131.55
2024-03-22,31.46,76.63,3487.95,72.9,186.56
2024-03-23,34.84,79.9,6244.06,70.02,80.65
2024-03-24,31.59,35.22,3976.88,71.47,100.45
2024-03-25,33.78,53.87,8438.62,68.32,58.37
2024-03-26,31.39,34.2,15989.81,76.31,47.07
2024-03-27,32.25,56.29,4488.27,61.59,166.66
2024-03-28,33.82,76.96,9717.31,88.72,131.37
2024-03-29,33.87,49.79,4420.78,63.02,88.16
2024-03-30,33.45,66.73,4896.71,87.5,93.48
2024-03-31,35.07,73.44,2458.82,60.56,121.35
2024-04-01,30.66,32.18,12980.5,74.95,42.73
2024-04-02,32.83,77.92,9220.68,60.83,67.61
2024-04-03,34.19,60.54,14112.38,63.3,45.97
2024-04-04,30.04,50.08,9305.72,60.41,143.4
2024-04-05,33.96,31.06,8080.59,81.13,47.69
2024-04-06,30.32,75.67,11467.53,76.14,103.01
2024-04-07,33.0,58.15,13262.99,61.16,148.91
2024-04-08,31.32,68.09,13398.94,72.05,127.48
2024-04-09,34.01,52.09,11808.82,62.24,198.93
2024-04-10,34.66,46.36,3771.11,62.66,60.2
2024-04-11,31.31,60.09,4980.29,85.52,195.98
2024-04-12,33.71,56.1,7069.39,82.65,172.71
2024-04-13,30.05,68.44,11908.51,88.18,149.61
2024-04-14,34.45,35.73,8633.23,74.26,161.67
2024-04-15,33.43,67.42,13028.59,86.72,32.04
2024-04-16,35.07,58.23,13699.04,63.69,49.72
2024-04-17,34.24,62.54,5597.17,71.56,126.98
2024-04-18,33.23,48.81,12885.71,72.64,80.42
2024-04-19,34.06,67.33,4962.55,76.85,153.74
2024-04-20,31.49,47.91,9165.95,86.54,35.64
2024-04-21,33.1,51.12,8863.11,74.75,164.36
2024-04-22,33.39,49.73,14820.82,63.95,101.07
2024-04-23,35.11,61.4,3958.27,67.37,117.15
2024-04-24,31.04,87.37,10537.72,88.49,169.28
2024-04-25,32.49,63.52,2818.48,87.97,53.27
2024-04-26,31.66,54.04,4449.23,65.66,124.32
2024-04-27,30.07,83.84,5102.97,71.73,133.64
2024-04-28,32.18,30.38,9700.46,82.68,72.48
2024-04-29,33.18,77.11,5897.21,83.49,107.87
2024-04-30,35.26,68.6,3269.22,68.18,169.27
2024-05-01,26.74,66.9,2330.35,88.35,136.03
2024-05-02,29.29,69.03,3406.52,63.82,197.51
2024-05-03,28.51,66.31,2506.87,88.82,52.61
2024-05-04,27.56,72.63,3039.33,72.45,158.55
2024-05-05,29.43,61.36,8582.43,89.24,63.51
2024-05-06,28.01,53.16,3082.33,86.39,125.02
2024-05-07,29.69,56.02,10760.43,89.24,94.15
2024-05-08,29.88,30.45,5407.15,60.63,150.36
2024-05-09,29.68,61.51,7936.3,89.46,125.74
2024-05-10,26.73,49.6,10030.92,63.65,62.07
2024-05-11,28.33,65.43,8353.68,69.47,169.44
2024-05-12,29.56,36.13,11457.09,68.81,136.62
2024-05-13,27.31,33.39,6183.75,87.05,109.51
2024-05-14,29.87,87.04,9502.27,89.05,186.88
2024-05-15,27.97,53.44,7117.62,76.69,193.53
2024-05-16,29.14,74.82,1567.81,81.11,166.94
2024-05-17,27.96,65.65,7157.44,76.24,164.66
2024-05-18,28.34,54.47,3344.98,77.02,82.16
2024-05-19,27.64,51.82,3452.31,87.74,193.88
2024-05-20,28.62,56.86,6087.06,67.39,61.61
2024-05-21,29.69,88.83,11277.63,60.72,118.42
2024-05-22,28.86,37.23,8500.12,73.17,148.04
2024-05-23,28.85,48.02,5135.99,68.43,189.24
2024-05-24,27.08,51.03,9669.69,65.11,64.88
2024-05-25,28.42,31.38,4307.02,72.63,109.37
2024-05-26,28.31,40.87,4923.92,62.68,160.72
2024-05-27,28.08,77.1,10238.81,76.74,104.9
2024-05-28,28.96,43.18,7653.77,70.16,162.35
2024-05-29,29.48,80.49,2077.77,77.96,178.76
2024-05-30,28.11,69.11,10954.18,84.14,155.09
2024-05-31,29.81,72.95,10514.69,81.87,140.31
2024-06-01,22.49,38.62,6429.83,87.54,39.52
2024-06-02,22.49,86.41,3000.94,83.81,82.17
2024-06-03,22.49,42.03,4193.62,81.17,112.45
2024-06-04,22.49,80.4,2918.12,84.87,188.07
2024-06-05,22.49,87.75,2295.17,78.85,190.75
2024-06-06,22.49,49.6,6850.75,73.52,198.46
2024-06-07,22.49,31.84,6395.2,63.49,109.34
2024-06-08,22.49,89.75,4655.42,61.16,77.96
2024-06-09,22.49,35.48,2918.14,66.82,60.48
2024-06-10,22.49,68.12,4413.72,63.77,90.91
2024-06-11,22.49,39.56,3789.36,77.9,110.05
2024-06-12,22.49,39.55,5851.97,81.29,51.86
2024-06-13,22.49,33.21,5668.92,82.61,188.3
2024-06-14,22.49,66.76,6764.47,72.53,183.08
2024-06-15,22.49,40.09,1188.64,77.9,136.11
2024-06-16,22.49,74.81,6805.66,64.41,75.79
2024-06-17,22.49,65.0,5115.22,78.38,181.16
2024-06-18,22.49,89.14,3211.82,85.09,98.32
2024-06-19,22.49,50.36,3181.14,84.49,181.64
2024-06-20,22.49,52.84,2749.21,82.14,81.34
2024-06-21,22.49,54.19,3054.91,88.01,156.38
2024-06-22,22.49,64.77,7848.18,66.19,143.22
2024-06-23,22.49,38.41,2322.14,81.37,83.19
2024-06-24,22.49,70.42,1680.06,62.64,110.49
2024-06-25,22.49,72.86,1334.01,61.76,188.96
2024-06-26,22.49,84.28,2863.69,76.65,170.31
2024-06-27,22.49,53.18,7811.55,65.83,113.84
2024-06-28,22.49,47.7,7919.6,70.46,129.52
2024-06-29,22.49,74.43,2002.81,63.55,192.12
2024-06-30,22.49,41.03,7656.12,69.33,173.89
2024-07-01,17.05,51.05,9040.04,87.2,34.23
2024-07-02,16.55,49.41,5375.2,61.68,143.51
2024-07-03,17.49,46.63,4460.09,66.04,152.35
2024-07-04,16.63,56.19,6841.57,61.13,39.15
2024-07-05,18.31,67.04,6211.57,63.62,121.65
2024-07-06,16.14,43.7,9446.14,69.15,163.85
2024-07-07,16.84,32.1,10462.87,78.73,116.11
2024-07-08,16.74,83.81,8726.58,84.43,70.49
2024-07-09,17.29,61.72,4393.07,67.77,92.26
2024-07-10,15.05,34.93,10449.17,78.85,33.89
2024-07-11,15.24,77.1,4019.87,61.57,190.92
2024-07-12,17.17,62.04,6218.77,83.77,162.77
2024-07-13,16.35,58.35,11024.5,63.91,134.48
2024-07-14,15.16,87.3,10228.23,62.59,154.26
2024-07-15,18.15,86.13,5700.67,72.54,180.75
2024-07-16,16.34,79.46,9635.86,78.9,162.06
2024-07-17,17.63,72.13,5991.22,69.78,111.13
2024-07-18,17.77,40.55,8167.04,63.6,108.58
2024-07-19,16.48,74.38,3918.76,86.95,174.41
2024-07-20,17.26,47.07,4883.8,64.49,171.05
2024-07-21,17.57,83.45,7003.93,72.45,32.03
2024-07-22,17.23,41.54,6339.07,87.53,71.75
2024-07-23,15.7,84.47,4337.77,62.02,125.92
2024-07-24,16.73,52.83,8717.79,87.89,158.73
2024-07-25,17.64,69.95,6877.38,61.3,132.65
2024-07-26,17.88,37.1,2593.54,89.88,96.89
2024-07-27,16.12,48.55,5441.62,71.66,142.62
2024-07-28,17.39,80.6,11860.46,85.04,61.96
2024-07-29,17.18,76.84,10140.57,81.19,100.56
2024-07-30,17.65,43.66,8003.4,68.1,197.51
2024-07-31,15.35,30.38,10404.55,82.92,102.0
2024-08-01,14.44,64.43,7786.61,83.86,138.64
2024-08-02,10.4,71.09,11318.48,79.16,187.01
2024-08-03,15.08,68.37,7582.92,81.69,99.23
2024-08-04,11.95,57.68,3349.26,87.6,152.82
2024-08-05,13.77,61.21,13331.78,84.1,124.17
2024-08-06,14.14,38.03,9046.87,70.41,92.59
2024-08-07,9.92,50.88,4260.08,84.36,82.86
2024-08-08,15.52,81.56,14246.71,72.55,189.76
2024-08-09,12.18,51.37,7766.93,87.4,112.84
2024-08-10,13.48,54.43,6904.22,62.97,171.15
2024-08-11,13.91,47.87,11972.31,81.28,60.73
2024-08-12,11.63,58.79,5933.87,88.92,94.27
2024-08-13,10.37,35.71,6265.31,88.49,55.92
2024-08-14,12.58,32.52,10607.21,87.32,117.7
2024-08-15,11.92,88.09,9134.54,70.75,176.5
2024-08-16,11.24,51.83,3684.33,76.11,195.02
2024-08-17,10.84,73.88,4184.25,80.83,34.43
2024-08-18,10.43,32.34,8309.29,69.42,199.46
2024-08-19,13.99,47.47,13808.06,70.11,106.57
2024-08-20,10.06,82.27,12349.3,74.78,189.95
2024-08-21,9.52,86.81,5918.47,83.8,157.06
2024-08-22,9.77,30.2,6636.63,69.65,170.32
2024-08-23,12.68,82.76,12910.53,65.84,143.39
2024-08-24,10.14,77.0,3370.9,76.97,172.91
2024-08-25,12.16,82.11,5118.62,64.85,149.83
2024-08-26,14.79,80.37,13831.8,62.57,112.27
2024-08-27,15.2,62.33,3136.91,76.01,83.46
2024-08-28,13.38,75.13,8330.42,79.61,187.87
2024-08-29,10.93,70.06,14736.32,86.93,54.34
2024-08-30,11.74,46.35,14818.71,67.92,172.04
2024-08-31,9.5,83.79,9095.55,78.34,102.78
2024-09-01,7.9,32.04,8672.42,89.91,195.32
2024-09-02,8.04,69.02,4147.19,66.91,66.3
2024-09-03,12.88,35.28,12562.73,65.39,68.95
2024-09-04,9.07,78.31,13979.94,64.14,61.65
2024-09-05,7.85,76.51,9615.28,81.21,32.13
2024-09-06,11.42,68.87,8560.7,76.88,36.62
2024-09-07,8.8,63.78,5152.04,60.97,198.42
2024-09-08,7.77,41.32,14092.77,85.41,98.77
2024-09-09,9.66,46.26,2053.66,65.63,55.35
2024-09-10,10.08,51.16,13797.43,63.15,101.64
2024-09-11,10.44,30.26,5567.01,74.23,126.41
2024-09-12,9.77,75.5,5885.73,64.14,48.62
2024-09-13,9.55,67.4,14923.7,78.79,53.49
2024-09-14,10.71,30.72,12262.42,86.65,59.65
2024-09-15,9.07,66.86,13748.08,60.1,36.85
2024-09-16,13.96,64.65,12915.23,71.71,167.3
2024-09-17,8.91,84.76,15590.17,82.42,179.02
2024-09-18,13.22,30.23,2928.25,78.68,83.88
2024-09-19,12.82,39.83,10352.31,68.73,145.86
2024-09-20,12.99,57.33,11078.1,81.37,101.36
2024-09-21,7.82,84.47,13433.57,87.93,55.63
2024-09-22,7.78,60.83,13526.3,65.44,147.79
2024-09-23,12.97,34.13,6184.1,63.07,186.83
2024-09-24,11.01,38.68,10752.6,71.57,158.97
2024-09-25,8.49,30.04,11511.53,89.25,85.68
2024-09-26,12.63,53.04,9033.35,69.26,174.82
2024-09-27,9.82,59.73,3745.78,80.15,74.98
2024-09-28,14.2,30.33,12779.4,66.59,198.91
2024-09-29,12.81,50.27,9149.29,67.97,65.01
2024-09-30,10.35,47.68,13878.81,63.97,123.85
2024-10-01,11.87,40.81,3969.55,77.83,71.6
2024-10-02,10.46,58.85,10363.5,75.68,157.97
2024-10-03,11.82,61.92,7267.52,80.32,83.12
2024-10-04,11.36,48.2,8280.63,68.41,134.07
2024-10-05,12.77,59.92,13290.83,80.55,47.59
2024-10-06,13.41,61.06,3027.64,75.08,130.47
2024-10-07,12.3,47.15,12718.71,88.98,61.08
2024-10-08,15.17,69.32,12305.14,74.66,42.26
2024-10-09,13.47,76.52,8008.01,75.97,195.29
2024-10-10,10.98,59.93,5697.86,74.29,179.52
2024-10-11,14.13,89.01,9502.15,77.3,57.32
2024-10-12,11.95,60.26,4295.71,86.94,102.92
2024-10-13,15.36,80.53,10313.86,77.99,190.44
2024-10-14,12.67,55.71,7320.77,65.77,119.69
2024-10-15,14.56,55.22,12878.9,63.79,190.14
2024-10-16,13.53,85.12,3885.15,65.3,45.16
2024-10-17,14.73,66.84,13714.0,86.7,131.68
2024-10-18,13.21,56.88,11190.96,78.1,79.19
2024-10-19,10.46,32.67,14008.98,87.91,61.68
2024-10-20,12.27,88.44,10211.41,89.11,138.67
2024-10-21,13.01,38.38,2138.29,70.77,156.43
2024-10-22,10.91,62.29,8243.63,73.16,72.18
2024-10-23,9.63,64.83,4561.47,70.96,157.6
2024-10-24,10.45,41.51,10212.12,68.15,134.42
2024-10-25,12.63,69.92,3083.78,63.54,166.3
2024-10-26,10.42,51.97,12128.43,71.36,187.31
2024-10-27,11.46,38.73,9194.11,75.81,135.79
2024-10-28,11.04,82.14,13097.93,65.28,187.07
2024-10-29,13.55,69.07,5389.24,64.15,66.42
2024-10-30,14.12,37.36,7525.54,73.53,71.27
2024-10-31,11.32,43.84,4428.4,71.19,147.86
2024-11-01,17.99,60.05,9115.76,86.92,161.18
2024-11-02,15.58,80.27,9061.2,61.98,133.35
2024-11-03,15.09,47.69,2430.91,69.79,131.39
2024-11-04,17.33,83.27,9941.74,61.7,127.24
2024-11-05,18.32,87.13,4120.31,86.88,44.67
2024-11-06,15.84,53.16,4215.47,78.94,178.52
2024-11-07,15.53,82.38,7751.39,82.26,63.59
2024-11-08,15.36,77.82,2344.09,63.29,93.01
2024-11-09,16.19,71.99,8868.94,76.47,129.25
2024-11-10,15.29,74.33,10525.68,81.0,74.78
2024-11-11,15.27,54.62,5085.68,64.38,81.66
2024-11-12,15.72,88.28,10287.79,77.08,191.43
2024-11-13,17.89,57.0,9609.7,65.59,165.43
2024-11-14,15.06,53.3,1790.4,85.8,132.26
2024-11-15,15.24,41.29,1918.57,60.64,138.67
2024-11-16,17.97,89.31,5865.91,89.81,124.58
2024-11-17,15.93,82.08,6555.55,68.46,39.81
2024-11-18,17.2,85.61,5205.06,89.57,157.38
2024-11-19,16.0,49.33,4466.89,79.51,30.96
2024-11-20,15.36,33.95,9126.87,60.86,188.7
2024-11-21,17.88,84.01,3778.29,76.81,154.71
2024-11-22,16.15,68.69,11667.31,75.27,58.09
2024-11-23,16.92,67.29,1682.64,81.32,141.82
2024-11-24,16.55,55.2,2862.28,67.21,149.58
2024-11-25,17.99,43.06,4100.51,72.78,197.27
2024-11-26,15.25,74.81,4991.38,68.29,35.47
2024-11-27,17.83,69.54,1904.57,74.45,31.03
2024-11-28,18.04,61.5,4893.78,76.42,44.01
2024-11-29,17.3,57.37,2391.58,80.53,132.16
2024-11-30,16.41,77.86,10502.87,75.05,120.85
2024-12-01,22.49,63.3,5716.54,77.66,73.3
2024-12-02,22.49,70.19,5211.01,79.35,105.43
2024-12-03,22.49,88.16,6534.6,60.13,41.81
2024-12-04,22.49,68.81,6824.07,85.46,101.67
2024-12-05,22.49,40.27,1131.15,74.17,183.59
2024-12-06,22.49,76.59,7310.38,78.89,143.51
2024-12-07,22.49,82.95,5894.25,82.17,128.28
2024-12-08,22.49,87.84,6490.96,85.69,198.46
2024-12-09,22.49,85.95,3106.85,87.69,80.39
2024-12-10,22.49,65.21,6934.73,69.75,89.21
2024-12-11,22.49,52.29,6311.69,69.17,90.43
2024-12-12,22.49,86.27,5903.03,68.17,48.95
2024-12-13,22.49,79.33,3310.76,68.72,155.27
2024-12-14,22.49,30.01,5022.9,61.78,100.1
2024-12-15,22.49,44.95,3447.71,82.51,76.65
2024-12-16,22.49,62.97,7614.19,88.98,43.95
2024-12-17,22.49,81.37,5259.16,61.44,142.03
2024-12-18,22.49,30.47,7423.65,88.51,76.28
2024-12-19,22.49,82.18,6959.4,63.17,126.36
2024-12-20,22.49,67.51,3516.61,67.63,75.94
2024-12-21,22.49,66.03,2331.24,65.11,62.9
2024-12-22,22.49,36.93,2906.37,87.85,73.18
2024-12-23,22.49,35.6,5224.7,85.15,179.5
2024-12-24,22.49,70.54,3675.53,81.01,67.98
2024-12-25,22.49,42.9,1434.34,73.26,164.7
2024-12-26,22.49,42.45,7491.15,88.9,188.59
2024-12-27,22.49,68.34,4721.72,87.5,168.41
2024-12-28,22.49,71.01,3018.95,89.84,54.21
2024-12-29,22.49,81.45,2287.87,76.03,179.41
2024-12-30,22.49,46.76,1759.69,67.23,150.89
2024-12-31,22.49,59.31,3970.05,72.26,135.83
