date,avg_temperature,humidity,co2_emission,energy_consumption,renewable_share,urban_population,industrial_activity_index,energy_price
14/11/2022,16.32,70.56,389.93,5534.48,17.31,79.19,94.74,165.3
15/11/2022,15.58,43.68,95.8,8373.26,9.85,84.75,53.02,46.89
16/11/2022,17.43,61.83,705.25,8550.89,13.82,82.12,91.7,178.64
17/11/2022,15.29,84.25,207.67,10616.15,14.9,60.45,56.42,189.46
18/11/2022,15.35,30.27,78.29,9505.5,15.3,82.84,85.17,75.3
19/11/2022,16.34,30.49,521.4,8647.13,19.19,81.3,82.06,135.66
20/11/2022,15.07,49.51,490.09,7765.61,17.66,88.64,54.35,57.68
21/11/2022,15.78,55.44,225.98,10865.23,21.28,69.79,63.6,42.35
22/11/2022,16.71,84.03,169.79,1639.55,12.08,77.44,75.83,106.67
23/11/2022,16.91,57.13,505.02,11783.96,15.27,76.35,77.23,150.58
24/11/2022,15.14,42.09,319.82,11661.66,9.75,68.82,71.06,97.64
25/11/2022,15.8,72.14,328.47,9358.5,11.72,71.57,64.48,195.13
26/11/2022,17.63,52.07,352.8,3822.2,16.15,75.63,99.17,124.97
27/11/2022,15.9,87.3,171.89,3180.59,19.12,61.13,91.09,51.48
28/11/2022,16.14,56.29,493.04,10652.32,16.25,85.71,43.56,81.44
29/11/2022,15.95,68.86,310.34,4473.44,21.04,75.4,56.65,175.32
30/11/2022,16.82,34.5,159.89,11257.45,18.69,78.45,61.39,176.32
1/12/2022,22.49,82.53,405.74,2218.12,19.56,66.66,67.85,198.26
2/12/2022,22.49,57.16,118.05,3047.44,10.3,71.11,42.03,48.92
3/12/2022,22.49,81.47,308.02,4930.49,17.14,66.8,65.82,161.67
4/12/2022,22.49,78.85,392.9,1219.3,11.8,85.35,46.42,159.09
5/12/2022,22.49,56.77,391.38,1305.1,15.42,84.89,51.61,142.04
6/12/2022,22.49,51.96,131.19,3496.12,15.46,67.2,57.95,180.42
7/12/2022,22.49,30.34,414.81,4777.86,15.04,88.1,71.05,149.7
8/12/2022,22.49,78.75,334.74,4782.32,15.53,73.39,94.5,193.25
9/12/2022,22.49,60.66,484.44,5903.65,16.27,85.06,85.04,58.5
10/12/2022,22.49,55.21,165.59,3746.61,17.71,65.78,42.33,151.17
11/12/2022,22.49,48.51,232.96,2709.46,16.22,65.11,52.76,96.4
12/12/2022,22.49,35.63,450.54,4652.8,11.85,69.19,55.86,83.9
13/12/2022,22.49,64.41,317.13,1233.18,20.96,83.28,45.09,34.3
14/12/2022,22.49,78.46,318.23,1755.91,13.62,67.41,61.66,173.82
15/12/2022,22.49,79.54,337.13,2043.83,11.51,77.23,73.14,35.15
16/12/2022,22.49,37.51,492.85,5930.28,16.76,77.23,61.89,159.63
17/12/2022,22.49,52.61,68.29,6931.89,14.32,65.97,97.02,147.89
18/12/2022,22.49,43.82,166.6,2598.64,20.93,63.09,90.19,158.63
19/12/2022,22.49,68.52,345.6,3118.46,10.52,68.79,90.27,184.94
20/12/2022,22.49,85.53,303.46,5018.66,16.53,62.02,61.09,88.7
21/12/2022,22.49,65.48,123.71,3665.89,21.06,79.78,58.92,132.56
22/12/2022,22.49,78.18,381.12,6083,12.28,81.7,99.63,140.67
23/12/2022,22.49,42.51,380.47,7915.11,12.88,85.83,97.7,40.18
24/12/2022,22.49,81.58,469.09,4607.6,16.88,62.18,43.87,161.26
25/12/2022,22.49,85.22,185.81,7125.26,16.12,66.77,71.82,182.54
26/12/2022,22.49,65.7,170.84,6495.64,15.52,78.53,89.2,171.14
27/12/2022,22.49,52.9,354.03,4772.23,10.82,80.45,53,105.74
28/12/2022,22.49,79.17,422.92,2119.96,18.14,60.64,67.37,81.38
29/12/2022,22.49,84.21,302.3,5505.55,14.89,67.15,57.27,130.17
30/12/2022,22.49,62.22,70.59,4081.91,21.04,62.05,48.92,153.68
31/12/2022,22.49,79.7,178.9,6156.87,11.97,68.55,58.66,43.09
1/1/2023,29.15,61.55,626.93,8298.35,18.56,72.22,81.43,44.67
2/1/2023,29.94,45.01,639.86,8909.89,15.67,60.46,52.91,62.08
3/1/2023,28.78,69.3,582.16,7640.61,19.85,67.07,88.54,86.97
4/1/2023,29.96,64.76,701.68,10618.93,23.57,62.19,94.6,39.9
5/1/2023,28.39,67.83,124.63,1925.99,20.19,84.01,69.2,191.39
6/1/2023,26.84,59.63,294.71,8585.35,14.2,83.46,95.28,66.36
7/1/2023,26.69,60.58,582.16,8560.43,16.51,84.47,81.67,132.49
8/1/2023,29.42,80.61,93.3,2779.44,21.48,79.72,43.69,175.66
9/1/2023,27.26,60.12,342.91,5331.75,12.35,89.31,74.66,158.96
10/1/2023,28.46,39.37,633.53,10792.6,17.23,75.98,71.15,161.17
11/1/2023,29.41,79.96,153.57,11231.61,23.27,72.68,99.1,82.56
12/1/2023,29.85,81.15,324.5,5229.26,12.17,68.9,80.64,49.33
13/1/2023,28.52,41.82,219.89,1794.09,18.7,66.61,88.08,184.15
14/1/2023,26.88,85.13,183.64,10827.69,15.23,83.07,42.94,198.87
15/1/2023,29.66,77.56,187.7,11658.77,19.51,87.07,63.95,84.04
16/1/2023,29.02,68.68,209.12,10642.82,25.51,67.23,60.36,184.33
17/1/2023,28.55,44.41,490.71,9454.54,21.04,77.28,83.76,90.6
18/1/2023,28.91,49.81,722.55,6187.47,25.1,64.67,48.67,146.88
19/1/2023,26.83,50.46,115.15,8418.04,20.79,81.82,40.33,159.16
20/1/2023,29.16,49.84,736.69,9771.58,15.29,78.88,40.61,49.2
21/1/2023,28.36,52.19,742.71,4312.02,19.83,76.52,74.8,125.83
22/1/2023,27.2,34.73,417.2,7011.34,14.6,79.31,88.55,51.36
23/1/2023,28.91,82.81,585.98,5563.89,21.67,74.88,85.2,172.77
24/1/2023,26.82,66.45,498.77,8192.98,25.2,74.94,98.43,44.13
25/1/2023,26.51,78.25,327.87,3048.27,24.6,86.94,64.49,123.11
26/1/2023,28.04,70.75,396.73,7462.32,17.26,80.95,54.99,73.05
27/1/2023,29.86,72.09,254.83,4476.95,17.48,85.27,41.63,168.01
28/1/2023,27.44,85.01,397.51,3304.02,19.08,70.98,54,47.97
29/1/2023,28.87,49.77,483.9,5657.8,16.73,67.04,42.01,172.95
30/1/2023,27.31,74.57,387.05,6064.02,26.08,80.54,97.03,43.78
31/1/2023,28.03,89.25,651.74,7221.22,26.77,69.34,51.98,43.99
1/2/2023,29.97,32.4,203.98,12943.6,17.19,66.48,92.27,101.71
2/2/2023,30.49,86.85,205.19,11263.31,23.23,81.85,70.31,39.61
3/2/2023,31.26,58.28,426.61,11591.19,18.05,68.67,60.49,94.94
4/2/2023,35.05,76.91,317.31,11741.3,17.57,88.7,56.31,83.61
5/2/2023,34.17,84.7,689.11,13465.22,18.08,84.14,50.91,35.23
6/2/2023,35.16,65.04,214.69,9533.3,13.8,70.06,57.2,184.25
7/2/2023,32.63,32.43,447.36,10662.45,23.74,82.17,47.14,172.94
8/2/2023,33.55,45.5,413.2,3528.89,17.02,68.37,72.07,151.22
9/2/2023,30.86,67.92,884.87,7823.21,20.39,77.58,74.43,37.33
10/2/2023,30.73,72.1,298.95,5562.99,21.4,78.11,46.97,76.19
11/2/2023,30.26,70.14,454.04,4598.47,13.58,68.87,56.06,142.52
12/2/2023,33.36,47.8,612.46,7574.75,16.75,72.03,79.72,78
13/2/2023,31.28,69.59,766.56,14164.34,21.06,85.41,62.64,196.74
14/2/2023,31.92,69.64,720.58,13678.8,16.42,87.11,67.02,149.5
15/2/2023,32.3,56.9,196.33,12971.51,16.28,68.26,52.9,177.2
16/2/2023,34.12,37.52,862.75,4162.89,14.07,73.85,92.72,68.5
17/2/2023,34.49,71.59,867.35,7356.99,20.54,88.35,80.91,164.74
18/2/2023,30.44,71.46,769.19,9923.23,17.26,80.18,68.4,94.7
19/2/2023,34.94,86.48,519.75,2027.44,15.35,84.06,95.3,195.45
20/2/2023,34.43,47.99,156.8,4978.47,15.49,69.52,60.39,66.31
21/2/2023,33.97,79.23,473.05,11079.8,16.77,78.38,59.48,92.84
22/2/2023,29.68,40.07,160.41,12619.58,13.7,70.24,97.39,78.29
23/2/2023,32.11,54.19,656.2,2755.01,17.57,63,53.47,119.65
24/2/2023,33.32,58.32,893.52,5588.49,18.13,82.74,55.02,179.82
25/2/2023,35.09,69.6,638.07,8062.94,16.78,72.97,70.53,188.95
26/2/2023,31.86,67.98,748.83,10894.16,19.37,71.19,74.03,85.19
27/2/2023,33.55,79.1,374.89,7855.12,18.41,73.2,69.81,56.31
28/2/2023,34.01,39.15,309.37,5603.64,18.44,70.47,63.39,143
1/3/2023,32.46,70.5,745.33,13268.87,18.82,74.19,42.2,125.31
2/3/2023,34.73,58.17,401.08,10414.35,16.8,68.84,51.07,71.64
3/3/2023,37.23,34.41,564.74,2555.82,17.31,67.43,97.19,155.85
4/3/2023,35.66,50.56,113.2,14702.65,20.99,81.68,64.6,69.2
5/3/2023,30.83,80.32,424.31,3310.82,23.65,67.13,43.24,87.2
6/3/2023,36.35,84.89,629.24,7653.19,18.44,75.74,47.28,190.96
7/3/2023,32.78,44.05,642.59,12062.36,23.56,78.94,83.58,81.98
8/3/2023,31.78,73.42,879.45,15998.05,20,66.64,40.89,129.77
9/3/2023,34.67,59.03,698.78,14311.05,15.24,89.14,85.38,112.92
10/3/2023,36.95,79.37,723.98,11244.53,21.37,64.07,89.44,83.12
11/3/2023,31.51,69.86,775.52,14472.53,23.17,71.67,66.53,153.16
12/3/2023,34.21,32.53,940.57,9619.53,24.43,77.45,51.71,69.43
13/3/2023,33.71,56.18,860.81,14345.79,20.19,68.28,98.46,74.36
14/3/2023,32.77,40.24,195.72,12833.86,19.73,65.26,69.58,68.45
15/3/2023,35.96,80.06,962.1,4102.07,15.37,65.28,46.98,158.11
16/3/2023,32.07,87.98,563.27,4254.23,21.64,70.88,91.39,135.89
17/3/2023,31.56,45.12,756.87,10681.19,13.15,71.22,65.23,110.14
18/3/2023,31.73,36,597.32,14156.66,26.11,79.28,46.35,86.5
19/3/2023,35.42,62.6,875.05,10853.67,14.64,80.24,89.07,197.9
20/3/2023,31.57,83.74,418.09,14429.56,22.36,76.18,80.65,76.11
21/3/2023,35.81,83.88,914.03,2308.2,23.7,72.65,91.89,168.12
22/3/2023,34.26,72.94,403.87,8621.8,16.9,64.08,87.32,120.53
23/3/2023,34.3,54.49,945.32,15468.06,14.06,77.17,83.08,157.78
24/3/2023,35.43,40.8,102.93,13499.36,20.06,86.74,71.38,42.63
25/3/2023,31.43,80.17,620.43,13030,24.87,66.41,57.06,44.43
26/3/2023,36.63,52.04,446.52,15388.28,17.87,70.48,71.65,141.66
27/3/2023,35.25,78.87,190.77,5034.42,22.78,71.51,68.29,150.08
28/3/2023,33.11,45.15,260.69,10787.99,24.5,80.73,78.96,149.33
29/3/2023,31.94,31.7,417.93,12530.99,15,85.06,88.16,51.72
30/3/2023,35.85,58.78,113.2,5346.08,20.85,73.13,62.63,65.4
31/3/2023,33,89.73,571.17,5761.1,13.05,71.93,53.11,93.27
1/4/2023,35.47,84.58,517.35,14587.53,23.14,76.02,71.4,176.35
2/4/2023,31.69,61.39,529.73,14326.22,19,72.12,61.11,41.81
3/4/2023,33.74,39.05,446.7,6342.16,14.71,86.65,95.48,181.59
4/4/2023,29.59,80.7,780.79,3888.88,23.78,68.02,68.6,103.71
5/4/2023,30.77,38.65,418.52,12364.83,18.77,63.83,40.87,133.41
6/4/2023,29.78,46.62,931.33,7925.56,13.45,60.74,65.39,44.7
7/4/2023,29.89,46.98,663.64,8915.16,19.55,86.35,56.63,162.33
8/4/2023,30.29,86.81,118.99,4513.83,12.73,87.18,55.04,30.02
9/4/2023,30.19,83.99,369.89,8880.5,19,87.95,43.79,97.66
10/4/2023,33.42,33.93,654.48,13759.33,20.2,83.7,46.03,176.67
11/4/2023,35.03,55.01,430.2,6520.02,21.68,60.24,96.55,66.3
12/4/2023,32.14,74.18,173.05,3809.09,18.38,83.92,59.94,191.5
13/4/2023,32.92,75.61,753.54,7486.19,20.75,84.44,64.53,96.76
14/4/2023,34.33,79.71,543.35,5182.84,16.24,87.99,78.81,113.28
15/4/2023,32.72,47.13,588.21,5276.12,17.09,87.59,71.38,137.01
16/4/2023,35.05,51.41,159.3,9442.15,21.89,65.86,93.46,175.32
17/4/2023,31.35,40.23,903.03,10236.2,12.48,69.76,54.16,149.8
18/4/2023,29.94,75.41,786.83,13133.92,21.32,65.48,88.73,66.01
19/4/2023,35,44.19,387.54,11409.61,19.41,73.68,84.53,119.55
20/4/2023,33.95,85.12,857.13,13945.3,21.13,71.55,47.1,90.11
21/4/2023,29.9,31.2,583.8,9895.96,14.36,63.08,59.46,187.85
22/4/2023,34.01,67.72,172.72,11765.28,21.33,64.23,67.84,131.27
23/4/2023,29.84,52.1,333.44,8341.76,18.19,74.19,64.99,111.06
24/4/2023,35.44,56.04,677.37,11799.52,13.14,64.07,91.53,175.04
25/4/2023,33.24,54.61,167.58,8845.88,19.73,87.98,46.25,158.17
26/4/2023,32.6,49.31,210.37,13093.6,24.74,67.49,92.74,134.88
27/4/2023,31.38,57.05,692.7,11652,15.05,83.74,42.18,126.28
28/4/2023,30.88,78.59,267.97,11348.32,21.56,74.87,86.91,174.72
29/4/2023,34.16,35.27,780.45,1947.06,25.43,72.07,96.73,105.54
30/4/2023,33.05,41.79,365.41,13617.12,13.86,84.95,57.09,61.63
1/5/2023,27,74.36,159.02,3684.55,18.25,76.34,85.24,155.81
2/5/2023,28.11,33.03,332.95,5193.48,18.53,84.42,96.11,149.33
3/5/2023,28.21,73.78,157.22,7645.82,16.78,71.85,50.29,114.63
4/5/2023,29.26,80.32,701.96,9158.63,18.44,61.3,78.72,179.88
5/5/2023,27.43,38.81,352.01,5488.32,22.7,85.34,75.28,88.66
6/5/2023,28.89,77.17,382.75,3062.15,14.24,87.8,54.56,139.44
7/5/2023,27.69,75.77,281.18,9758.3,15.48,72.2,96.94,66.76
8/5/2023,29.88,80.38,235.71,2594.7,15.37,76.6,75.08,101.86
9/5/2023,27.15,45.17,279.11,10355.48,18.96,89.56,84.71,122.25
10/5/2023,28.72,79.44,309.65,9826.24,22.08,89.38,95.13,47.69
11/5/2023,29.78,35.41,476.79,11286.3,18.35,66.35,80.77,60.08
12/5/2023,27.1,34.18,729.88,3899.58,20.93,75.15,77.21,75.41
13/5/2023,28.13,63.94,651.17,3235.78,21.22,74.33,83.87,73.18
14/5/2023,27.76,78.41,597.73,7012.59,18.99,87.71,70.53,190.66
15/5/2023,29.34,33.65,327.18,10293.56,14.16,86.1,57.07,40.5
16/5/2023,26.84,67,518.97,10069.25,25.47,75.99,98.43,44.09
17/5/2023,28.57,77.77,534.29,9908.67,19.49,65.15,61.38,128.64
18/5/2023,27.87,66.93,380.17,10916.33,20.25,63.68,69.33,31.83
19/5/2023,29.82,76.9,691.3,4846.53,15.29,68.92,80.9,109.14
20/5/2023,27.13,34.58,336.49,3838.79,17.26,74.58,75.52,34.15
21/5/2023,26.9,67.12,170.64,3706.77,19.77,88.77,86.85,59.67
22/5/2023,27.02,75.03,333.18,8168.89,16.77,60.43,70.28,185.33
23/5/2023,29.91,87.86,323.04,7400.35,22.07,76.89,71.13,55.98
24/5/2023,29.27,72.68,158.63,5190.52,15.77,88.61,40.09,190.83
25/5/2023,29.15,46.56,514.01,9809.56,20.28,82.95,64.63,154.18
26/5/2023,29.78,53.55,195.2,3443.67,17.51,74.53,93.92,146
27/5/2023,27.84,34.49,570.81,8482.59,20.35,73.54,61.93,66.55
28/5/2023,28.9,56.7,491.96,5238.88,19.96,70.05,74.21,104.58
29/5/2023,29.55,43.08,152.26,9925.82,16.44,63.84,43.75,157.13
30/5/2023,26.93,81.22,569.37,9056.33,20.28,70.84,96.95,83.37
31/5/2023,29.85,59.85,706.71,8217.71,20.25,63.08,53.54,157.69
1/6/2023,22.49,36.9,155.54,7443.68,20.54,83.95,95.5,113.42
2/6/2023,22.49,35.98,442,4017.91,23.03,80.16,57.06,141.33
3/6/2023,22.49,32.95,329.77,3286.53,20.76,87.32,56.82,127.27
4/6/2023,22.49,55.54,299.34,1922.28,21.1,73.33,75.29,117.71
5/6/2023,22.49,67.21,437.61,6861.56,24.16,65.33,98.87,91
6/6/2023,22.49,32.36,231.87,5318.33,17.63,65.13,69.9,144.67
7/6/2023,22.49,64.77,466.29,7862.72,14.28,79.28,93.7,124.71
8/6/2023,22.49,73.87,169,6522.7,19.63,79.44,86.34,181.48
9/6/2023,22.49,64.44,169.84,6752.21,20.56,64.53,71.99,66.23
10/6/2023,22.49,30.53,124.47,1105.66,13.29,63.16,48.42,94.08
11/6/2023,22.49,31.64,373.66,6020.76,19.03,61.22,82.93,166.97
12/6/2023,22.49,73.17,420.73,7456.26,22.15,71.92,40.91,177.96
13/6/2023,22.49,41.3,339.92,5552.38,22.17,83.23,90.45,166.72
14/6/2023,22.49,48.93,254.11,7579.98,18.17,84.92,80.85,165.34
15/6/2023,22.49,55.84,384.35,3268.63,16.96,77.56,79.65,146.2
16/6/2023,22.49,73.16,389.93,3846.23,20.45,69.64,49.02,32.29
17/6/2023,22.49,66.16,234.75,2468.83,15.2,79.93,98.43,138
18/6/2023,22.49,85.19,419.66,4201.89,19.86,65.37,66.95,49.22
19/6/2023,22.49,63.53,367.94,5171.01,17.98,84.81,44.43,106.59
20/6/2023,22.49,69.38,157.72,1297.48,16.12,61.96,93.59,50.83
21/6/2023,22.49,35.58,325.24,1392.2,13.6,77.85,71.43,68.96
22/6/2023,22.49,61.17,194.52,7449.49,22.57,85.54,40.31,92.37
23/6/2023,22.49,86.9,275.03,1588.42,17.17,81.94,49.98,46.88
24/6/2023,22.49,76.61,456.28,7044.51,17.76,75.42,99.91,94.52
25/6/2023,22.49,35.71,244.41,4894.69,22.95,75.05,53.44,118.88
26/6/2023,22.49,66.62,351.77,6627.86,21.75,73.57,90.17,159.49
27/6/2023,22.49,36.5,132.46,2271.32,12.78,88.23,40.37,178.46
28/6/2023,22.49,75.24,341.69,2873.03,15.04,72.48,69.64,85.25
29/6/2023,22.49,83.93,417.12,1194.86,25.7,65.07,60.63,80.27
30/6/2023,22.49,78.81,399.7,7027.04,20.24,84.13,68.71,92
1/7/2023,15.58,81.91,308.51,11458.68,23.48,82.66,66,31.2
2/7/2023,17.19,77.51,690.86,10893.68,23.02,75.69,96.42,114.48
3/7/2023,17.25,69.99,129.9,3567.05,21.41,68.8,85.08,135.05
4/7/2023,18.34,38.05,554.19,1583.66,25.76,60.72,92.36,100.92
5/7/2023,17.35,69.55,665.25,9847.84,20.61,65.82,40.01,118.2
6/7/2023,17.84,54.52,426.56,2237.68,22.05,84.96,61.77,174.41
7/7/2023,18.41,49.86,172.23,6725.5,19.6,83.29,92.39,88.68
8/7/2023,16.31,82.06,510.07,10537.45,23.03,88.61,67.32,102.33
9/7/2023,16.44,71.15,284.58,3223.35,20.93,85.11,70.21,83.49
10/7/2023,16.51,40.22,748.95,9287.5,15.94,61.01,87.99,182.09
11/7/2023,17.61,40.55,590.32,2366.6,11.49,63.26,96.84,121.23
12/7/2023,15.74,86.34,546.44,7268.66,20.41,70.74,41.18,164.68
13/7/2023,18.17,36.91,110.72,4484.1,15.13,82.88,68.93,148.67
14/7/2023,16.74,44.76,552.52,11708.5,14,89.59,72.69,154.56
15/7/2023,17.9,30.16,478.77,3750.08,13.86,62.8,73.23,125.29
16/7/2023,16.08,52.4,434.05,2282.74,23.46,78.97,91.13,168.23
17/7/2023,18.15,36.85,740.58,7501.49,16.14,73.88,60.29,41.9
18/7/2023,17.13,68.51,506.93,8935.04,19.46,65.52,46.19,105.56
19/7/2023,17.15,83.81,176.11,10530.84,16.81,69.37,61.86,155.14
20/7/2023,15.24,54.74,692.8,4333.74,17.86,80.89,46.21,36.13
21/7/2023,17.82,72.3,129.94,11455.1,19.96,64.78,57.36,83.42
22/7/2023,16.25,53.43,533.45,8046.63,21.59,63.89,78.4,155.65
23/7/2023,16.61,89.96,294.89,4758.62,18.79,78.7,43.86,94.09
24/7/2023,15.67,49.51,403.16,7391.64,17.56,83.21,92.99,75.48
25/7/2023,17.37,79.96,572.69,2171.92,19.5,82.43,84.14,82.28
26/7/2023,15.61,64.87,461.59,5917.41,15.55,63.55,99.33,108.94
27/7/2023,15.7,55.57,92.63,10115.53,22.02,60.53,62.4,108.87
28/7/2023,17.72,51.54,175.23,2297.71,20.93,82.39,65.09,40.57
29/7/2023,18.03,38.87,471.68,2079.57,16.72,73.09,62.64,180.22
30/7/2023,16.27,73.24,406.1,6055.98,13.82,82.69,50.5,71.81
31/7/2023,15.48,77.69,200.28,5799.1,19.11,85.02,69.5,142.24
1/8/2023,13.4,71.23,132.93,2279.16,19.84,86.11,60.25,113.13
2/8/2023,13.8,71.13,758.44,13693.58,17.07,62.73,71.07,94.85
3/8/2023,10.07,38.54,436.07,4131.48,21.44,67.25,40.93,117.24
4/8/2023,11.75,85.96,615.02,4083.15,21.76,81.52,88.73,62.09
5/8/2023,10.98,74.93,195.91,7310.22,22.99,61.21,45.38,175.97
6/8/2023,12.66,40.97,218.87,3915.91,18.8,80.63,50.48,70.57
7/8/2023,10.65,46.48,424.26,4150.77,16.72,65.54,56.38,121.11
8/8/2023,10.08,65.98,112.33,8373.13,19.25,61.99,86.62,84.39
9/8/2023,14.59,37.43,889.27,11292.28,17.03,60.22,49.12,58.39
10/8/2023,12.9,75.23,541.03,5149.65,24.27,69.15,67.63,157.13
11/8/2023,14.83,58.6,329.49,6318.39,24.7,76.9,61.99,198.66
12/8/2023,12.72,59.81,98.65,3987.28,21.43,83.36,76.91,35.22
13/8/2023,13.81,85.98,760.1,2663.6,21.42,64.13,49.4,187.65
14/8/2023,14.5,58.44,672.89,7124.96,18.3,68.6,70.13,46.41
15/8/2023,11.94,75.4,762.22,4902.27,15.28,88.18,95.77,105.21
16/8/2023,11.4,60.35,853.8,3680.45,24.03,84.81,92.25,157.05
17/8/2023,14.77,59.16,769.43,14587.05,23.39,83.37,74.99,127.94
18/8/2023,14.1,72.07,769.56,3118.06,21.79,73.26,40.11,154.29
19/8/2023,12.29,59.99,384.22,11824.9,20.2,79.21,56.3,141.45
20/8/2023,12.96,33.25,134.09,12057.25,17.34,72.46,89.48,194.78
21/8/2023,15.38,64.13,224.24,6967.76,15.94,60.74,67.45,144.68
22/8/2023,11.47,56.46,509.22,7352.1,20.48,88.13,93.68,123.15
23/8/2023,14.23,62.2,359.51,14188.96,21.86,68.74,85.63,39.95
24/8/2023,14.63,78.15,726.44,14763.38,24.44,79.35,79.38,74.42
25/8/2023,10.79,47.98,193.46,6480.6,21.96,81.29,63.07,49.1
26/8/2023,11.81,66.99,461.17,8788.15,21.69,60.58,76.11,101.87
27/8/2023,12,71.02,586.38,12422.78,20.78,69.05,61.46,148.25
28/8/2023,10.01,74.22,440.28,14023.64,19.3,73.58,77.25,124.1
29/8/2023,13.52,56.54,913.62,10586.41,17.99,65.86,97.39,68.33
30/8/2023,13.96,49.31,857.2,4745.31,15.21,77.24,95.27,184.56
31/8/2023,11.75,37,355.26,9859.18,15.65,84.55,42.21,91.73
1/9/2023,9.19,87.57,644.16,11958.82,15.47,73.83,42.08,172.83
2/9/2023,14.26,49.5,450.5,14529.45,15.14,85.94,80.72,177.42
3/9/2023,13.55,50.19,746.09,8719.38,12.33,82.78,52.92,43.28
4/9/2023,9.65,69.27,657.94,9526.39,23.22,64.15,92.77,34.13
5/9/2023,10.53,62.75,569.02,6402.19,14.02,61.74,47.72,61.91
6/9/2023,11.37,34.2,494.57,4731.19,21.69,72.91,62.28,52.81
7/9/2023,11.92,70.11,415.92,9151.07,25.7,89.96,62.64,128.88
8/9/2023,12.99,30.49,526.68,11357.23,21.38,75.54,53.22,140.33
9/9/2023,13.03,33.56,598.27,12798.96,20.94,81.57,79.15,98.25
10/9/2023,8.55,40.38,471.48,8813.88,19.16,70.98,95.45,95.76
11/9/2023,14.33,34.72,232.09,14221.05,17.43,87.87,74.74,193.55
12/9/2023,8.76,44.11,402.74,11775.53,15.41,78.83,55.02,198.88
13/9/2023,11.47,86.57,549.22,10504.63,25.49,83.61,76.23,114.53
14/9/2023,11.55,41.89,540.01,12155.8,15.36,80.99,69.61,118.67
15/9/2023,10.88,80.06,980.8,9651.39,20.42,87.12,66.35,172.03
16/9/2023,7.78,84.91,256.44,5365.42,20.19,82.08,41.17,121.31
17/9/2023,11.14,52.61,472.45,14890.63,17.46,65.76,43.61,74.53
18/9/2023,10.74,73.66,973.17,12724.59,18.19,84.27,66.77,166.65
19/9/2023,13,62.1,672.76,12763.73,23.03,74.62,56.67,102.62
20/9/2023,12.68,40.7,190.86,2867.73,22.97,82.78,51.69,80.76
21/9/2023,13.67,52.96,855.32,4268.9,20,60.02,71.73,129.42
22/9/2023,13.87,60.45,532.57,8158.98,15.14,63.79,41.16,55.4
23/9/2023,9.81,85.12,465.54,10518.05,22.19,67.69,93.63,68.17
24/9/2023,8.1,89.17,748.29,6601.09,13.38,71.32,82.71,188.36
25/9/2023,12.41,71.47,394.52,15024.37,16.16,84.16,79.58,108.53
26/9/2023,7.83,68.17,778.67,11067.91,18.44,86.69,96.61,175.47
27/9/2023,9.08,77.08,552.17,14967.36,24.56,71.51,41.08,148.53
28/9/2023,12.47,86.73,244.07,12097.67,18.1,60.06,73.73,168.67
29/9/2023,11.86,63.36,385.44,15831.39,22.31,84.6,77.1,93.39
30/9/2023,13.27,73.41,664.26,12935.33,21.69,62.12,76.62,62.13
1/10/2023,10.41,45.64,127.91,3852.28,16.37,84.41,96,118.22
2/10/2023,9.83,45.88,315.25,12269.83,12.9,84.13,58.8,112.7
3/10/2023,13.24,46.15,107.92,7909.55,17.24,85.97,76.11,49.04
4/10/2023,9.87,83.2,546.24,12699.87,17.9,65.55,76.33,156.75
5/10/2023,13.21,59.42,887.12,13427.95,15.15,85.43,44.08,138.75
6/10/2023,10.09,71.79,232.78,5996.05,16.86,80.59,62.73,138.46
7/10/2023,13.18,32.23,293.81,4228.03,12.3,86.57,80.46,57.91
8/10/2023,12.63,79.91,428.9,8865.81,13.05,69.22,99.03,197.83
9/10/2023,13.49,46.1,425.98,5516.32,12.86,74.01,44.7,83.96
10/10/2023,11.32,40.08,94.76,13905.2,22.92,79.78,64.47,141.93
11/10/2023,14.48,51.72,330,4816.99,16.61,67.19,98.31,131.74
12/10/2023,14.02,84.64,321.2,2829.8,12.56,76.91,79.53,138.66
13/10/2023,13.48,46.97,356.22,5483.77,21.52,82.02,98.66,165.52
14/10/2023,12.23,82.07,736.44,11029.71,15.1,88.15,63.16,33.4
15/10/2023,14.52,37.85,532.12,14116.93,24.97,87.19,94.28,86.78
16/10/2023,13.84,66.51,823.34,4187.98,14.95,85,80.42,143.7
17/10/2023,12.32,58.03,788.78,9697.21,16.75,63.35,78.91,89.64
18/10/2023,11.08,63.36,95.79,11248.43,21.87,62.59,72.47,194.93
19/10/2023,14.27,87.03,596.59,8193.44,17.8,80.04,73.57,106.88
20/10/2023,11.8,59.1,696.95,4158.69,20.21,77.03,74.89,188.62
21/10/2023,10.71,38.24,539.69,14292.2,12.26,88.58,83.53,111.04
22/10/2023,11.89,81.51,630.13,10856.65,16.28,63.87,50.21,181.57
23/10/2023,14.33,43.43,400.56,6206.02,20.55,76.37,50.27,48.81
24/10/2023,15.17,42.23,376.33,11799.63,20.64,64.92,75.7,118.85
25/10/2023,15.17,79.13,888.02,7861.18,22,64,87.24,187.75
26/10/2023,10.72,70.63,243.6,8209.56,14.82,61.99,46.45,45.82
27/10/2023,13.7,73.65,747.49,13572.25,20.21,60.13,81.51,35.37
28/10/2023,12.71,63.99,272.84,2098.28,23.04,86.78,67.55,89.19
29/10/2023,11.87,45.94,224.85,12327.82,16.42,72.76,83.7,65.95
